,Baden-Württemberg,Bayern,Berlin,Brandenburg,Bremen,Hamburg,Hessen,Mecklenburg-Vorpommern,Niedersachsen,Nordrhein-Westfalen,Rheinland-Pfalz,Saarland,Sachsen,Sachsen-Anhalt,Schleswig-Holstein,Thüringen,Total
 Inhabitants,11100394,13124737,3669491,2521893,681202,1847253,6288080,1608138,7993608,17947221,4093903,986887,4071971,2194782,2903773,2133378,83166711
